gasvartrigo2,0.2581453634085213
gasvartrigo3,0.34870745769016176
gasvartrigo4,0.26955903271692744
gasvartrigo5,0.26888142341669774
gasvartrigo6,0.27839706504868067
gasvartrigo7,0.27847788485297753
gasvartrigo8,0.309090909090909
gasvartrigo9,0.3527101335428122
gasvartrigo10,0.3522556390977444
gasvartrigo11,0.3532226287644244
gasvartrigo12,0.2783663704716336
gasvartrigo13,0.39357242664182585
gasvartrigo14,0.4442105263157895
gasvartrigo15,0.4815396700706991
gasvartrigo16,0.38972431077694236
gasvarmaiz1,0.2842358159305119
gasvarmaiz2,0.28437884378843786
gasvarmaiz3,0.3919799498746867
gasvarmaiz4,0.30610727562400425
gasvarmaiz5,0.30616246498599436
gasvarmaiz6,0.2813971742543171
gasvarmaiz7,0.29133489461358314
gasvarmaiz8,0.3377181208053691
gasvarmaiz9,0.3921732522796353
gasvarmaiz10,0.3923633969716919
gasvarmaiz11,0.39213630406290956
gasvarmaiz12,0.30652291105121293
gasvarmaiz13,0.43766021906315544
gasvarmaiz14,0.5616283452695062
gasvarmaiz15,0.5538004456548652
gasvarmaiz16,0.4476659629368989
gasvarsoja11,0.20978101641437855
gasvarsoja12,0.20999587231700603
gasvarsoja13,0.26942551119766306
gasvarsoja14,0.2220996399953548
gasvarsoja15,0.22178717013516414
gasvarsoja16,0.22162553808123425
gasvarsoja17,0.22191830052310027
gasvarsoja18,0.23860980020288447
gasvarsoja19,0.2696707178602969
gasvarsoja110,0.2699180938198064
gasvarsoja111,0.2698626447616483
gasvarsoja112,0.22244198312236285
gasvarsoja113,0.2888934258881176
gasvarsoja114,0.30842382574053845
gasvarsoja115,0.35298861248228336
gasvarsoja116,0.2948725427288106
gasvarsoja21,0.22611269906084117
gasvarsoja22,0.22679324894514769
gasvarsoja23,0.28594032549728754
gasvarsoja24,0.2389600115074799
gasvarsoja25,0.23869801084990958
gasvarsoja26,0.23833069620253164
gasvarsoja27,0.23873278620114066
gasvarsoja28,0.25495100040832996
gasvarsoja29,0.285604576028812
gasvarsoja210,0.28620942047705156
gasvarsoja211,0.28678797468354433
gasvarsoja212,0.23898997890295356
gasvarsoja213,0.3110737966072505
gasvarsoja214,0.31912245768738445
gasvarsoja215,0.36484755947396935
gasvarsoja216,0.30052812473803336
gasvargirasol1,0.1991031390134529
gasvargirasol2,0.19915458937198072
gasvargirasol3,0.2588477366255144
gasvargirasol4,0.19833333333333333
gasvargirasol5,0.19846153846153844
gasvargirasol6,0.1986046511627907
gasvargirasol7,0.198884239888424
gasvargirasol8,0.22316890881913304
gasvargirasol9,0.25961538461538464
gasvargirasol10,0.25901639344262295
gasvargirasol11,0.2591800356506239
gasvargirasol12,0.19855855855855856
gasvargirasol13,0.25863453815261045
gasvargirasol14,0.2800424628450106
gasvargirasol15,0.36426282051282055
gasvargirasol16,0.29075907590759076
gasvarcebada1,0.24785761371127227
gasvarcebada2,0.247790738776953
gasvarcebada3,0.33205574912891983
gasvarcebada4,0.303896832071769
gasvarcebada5,0.25838747470444134
gasvarcebada6,0.2665207421304982
gasvarcebada7,0.2668114940258714
gasvarcebada8,0.298625727374025
gasvarcebada9,0.3396455082563248
gasvarcebada10,0.3400406504065041
gasvarcebada11,0.004878048780487805
gasvarcebada12,0.2668667917448405
gasvarcebada13,0.3771106941838649
gasvarcebada14,0.004878048780487805
gasvarcebada15,0.46232253367309795
gasvarcebada16,0.6290307846898694
gasvarsorgo1,0.28438775510204084
gasvarsorgo2,0.2844113541181945
gasvarsorgo3,0.4028933092224231
gasvarsorgo4,0.3067669172932331
gasvarsorgo5,0.3069962295768747
gasvarsorgo6,0.2816249663707291
gasvarsorgo7,0.2913521261347348
gasvarsorgo8,0.3581570559258186
gasvarsorgo9,0.39271708683473394
gasvarsorgo10,0.39251700680272106
gasvarsorgo11,0.39190611088628086
gasvarsorgo12,0.3068056407112201
gasvarsorgo13,0.4380952380952381
gasvarsorgo14,0.5628779979144941
gasvarsorgo15,0.5548051948051947
gasvarsorgo16,0.4480243161094225
gesptrigo2,95.5
gespmaiz2,238.7
gespsoja12,238.7
gespsoja22,143.2
gespgirasol2,238.7
gespcebada2,95.5
gespsorgo2,238.7
gesptrigo4,88.4
gespmaiz4,147.3
gespsoja14,147.3
gespsoja24,58.9
gespgirasol4,147.3
gespcebada4,88.4
gespsorgo4,147.3
gesptrigo5,127.1
gespmaiz5,181.6
gespsoja15,181.6
gespsoja25,54.5
gespgirasol5,181.6
gespcebada5,127.1
gespsorgo5,181.6
gesptrigo6,70.4
gespmaiz6,176.0
gespsoja16,176.0
gespsoja26,105.6
gespgirasol6,176.0
gespcebada6,70.4
gespsorgo6,176.0
gesptrigo7,69.2
gespmaiz7,173.0
gespsoja17,173.0
gespsoja27,103.8
gespgirasol7,173.0
gespcebada7,69.2
gespsorgo7,173.0
gesptrigo10,51.0
gespmaiz10,127.6
gespsoja110,127.6
gespsoja210,76.6
gespgirasol10,127.6
gespcebada10,51.0
gespsorgo10,127.6
gesptrigo12,44.1
gespmaiz12,110.2
gespsoja112,110.2
gespsoja212,66.1
gespgirasol12,110.2
gespcebada12,44.1
gespsorgo12,110.2
gesptrigo13,40.8
gespmaiz13,101.9
gespsoja113,101.9
gespsoja213,61.2
gespgirasol13,101.9
gespcebada13,40.8
gespsorgo13,101.9
gesptrigo14,36.2
gespmaiz14,90.6
gespsoja114,90.6
gespsoja214,54.3
gespgirasol14,90.6
gespcebada14,36.2
gespsorgo14,90.6
gesptrigo15,38.6
gespmaiz15,96.6
gespsoja115,96.6
gespsoja215,57.9
gespgirasol15,96.6
gespcebada15,38.6
gespsorgo15,96.6
gesptrigo16,44.1
gespmaiz16,110.3
gespsoja116,110.3
gespsoja216,66.2
gespgirasol16,110.3
gespcebada16,44.1
gespsorgo16,110.3
gespsoja21,134.6
gespgirasol1,224.3
notuse1,224.3
gespcebada1,89.7
gespsorgo1,224.3
notuse21,224.3
gesptrigo1,89.7
gespmaiz1,224.3
gespsoja11,224.3
gespsoja111,98.6
gespsoja211,59.1
gespgirasol11,98.6
gespcebada11,98.6
gespsorgo11,98.6
gesptrigo11,39.4
gespmaiz11,98.6
gespsoja18,226.7
gespsoja28,136.0
gespgirasol8,226.7
gespnotuse8,226.7
gespcebada8,90.7
gespsorgo8,226.7
gespnotuse28,226.7
gesptrigo8,90.7
gespmaiz8,226.7
gespgirasol9,184.7
notuse9,184.7
gespcebada9,73.9
gespsorgo9,184.7
notuse29,184.7
gesptrigo9,73.9
gespmaiz9,184.7
gespsoja19,184.7
gespsoja29,110.8
gespcebada3,74.7
gespsorgo3,186.8
notuse23,186.8
gesptrigo3,74.7
gespmaiz3,186.8
gespsoja13,186.8
gespsoja23,112.1
gespgirasol3,186.8
notuse3,186.8
gesatrigo,23.8
gesamaiz,59.4
gesasoja1,59.4
gesasoja2,35.7
gesagirasol,59.4
gesacebada,23.8
gesasorgo,59.4
arrendmaiz1,568.8000000000001
arrendgirasol1,568.8000000000001
arrendsoja11,568.8000000000001
arrendsorgo1,568.8000000000001
arrendsoja21,227.52000000000004
arrendtrigo1,341.28000000000003
arrendcebada1,341.28000000000003
arrendmaiz2,505.6
arrendgirasol2,505.6
arrendsoja12,505.6
arrendsorgo2,505.6
arrendsoja22,202.24
arrendtrigo2,303.36
arrendcebada2,303.36
arrendmaiz3,442.4
arrendgirasol3,442.4
arrendsoja13,442.4
arrendsorgo3,442.4
arrendsoja23,176.96
arrendtrigo3,265.44
arrendcebada3,265.44
arrendmaiz4,316.0
arrendgirasol4,316.0
arrendsoja14,316.0
arrendsorgo4,316.0
arrendsoja24,126.4
arrendtrigo4,189.6
arrendcebada4,189.6
arrendmaiz5,410.8
arrendgirasol5,410.8
arrendsoja15,410.8
arrendsorgo5,410.8
arrendsoja25,164.32000000000002
arrendtrigo5,246.48
arrendcebada5,246.48
arrendmaiz6,347.6
arrendgirasol6,347.6
arrendsoja16,347.6
arrendsorgo6,347.6
arrendsoja26,139.04000000000002
arrendtrigo6,208.56
arrendcebada6,208.56
arrendmaiz7,284.40000000000003
arrendgirasol7,284.40000000000003
arrendsoja17,284.40000000000003
arrendsorgo7,284.40000000000003
arrendsoja27,113.76000000000002
arrendtrigo7,170.64000000000001
arrendcebada7,170.64000000000001
arrendmaiz8,379.2
arrendgirasol8,379.2
arrendsoja18,379.2
arrendsorgo8,379.2
arrendsoja28,151.68
arrendtrigo8,227.51999999999998
arrendcebada8,227.51999999999998
arrendmaiz9,410.8
arrendgirasol9,410.8
arrendsoja19,410.8
arrendsorgo9,410.8
arrendsoja29,164.32000000000002
arrendtrigo9,246.48
arrendcebada9,246.48
arrendmaiz10,316.0
arrendgirasol10,316.0
arrendsoja110,316.0
arrendsorgo10,316.0
arrendsoja210,126.4
arrendtrigo10,189.6
arrendcebada10,189.6
arrendmaiz11,158.0
arrendgirasol11,158.0
arrendsoja111,158.0
arrendsorgo11,158.0
arrendsoja211,63.2
arrendtrigo11,94.8
arrendcebada11,94.8
arrendmaiz12,221.2
arrendgirasol12,221.2
arrendsoja112,221.2
arrendsorgo12,221.2
arrendsoja212,88.48
arrendtrigo12,132.72
arrendcebada12,132.72
arrendmaiz13,252.8
arrendgirasol13,252.8
arrendsoja113,252.8
arrendsorgo13,252.8
arrendsoja213,101.12
arrendtrigo13,151.68
arrendcebada13,151.68
arrendmaiz14,252.8
arrendgirasol14,252.8
arrendsoja114,252.8
arrendsorgo14,252.8
arrendsoja214,101.12
arrendtrigo14,151.68
arrendcebada14,151.68
arrendmaiz15,252.8
arrendgirasol15,252.8
arrendsoja115,252.8
arrendsorgo15,252.8
arrendsoja215,101.12
arrendtrigo15,151.68
arrendcebada15,151.68
arrendmaiz16,221.2
arrendgirasol16,221.2
arrendsoja116,221.2
arrendsorgo16,221.2
arrendsoja216,88.48
arrendtrigo16,132.72
arrendcebada16,132.72
