pgirasol,300.0
pcebada,205.0
psorgo,175.0
ptrigo,190
psoja1,316
psoja2,316
pmaiz,175
ctrigo2,401.1
cmaiz2,575.1
csoja12,278.4
csoja22,223.9
cgirasol2,338.3
notuse2,625.0
ccebada2,338.6
csorgo2,446.7
ctrigo4,270.1
cmaiz4,432.6
csoja14,221.6
csoja24,223.3
cgirasol4,317.1
notuse4,493.4
ccebada4,271.3
csorgo4,326.5
ctrigo5,339.8
cmaiz5,481.3
csoja15,247.6
csoja25,220.5
cgirasol5,316.9
notuse5,560.3
ccebada5,513.2
csorgo5,354.6
ctrigo6,330.7
cmaiz6,475.9
csoja16,263.5
csoja26,220.4
cgirasol6,322.6
notuse6,551.1
ccebada6,347.0
csorgo6,393.1
ctrigo7,322.1
cmaiz7,501.1
csoja17,265.4
csoja27,224.1
cgirasol7,343.4
notuse7,546.3
ccebada7,357.1
csorgo7,420.0
ctrigo10,305.6
cmaiz10,446.9
csoja110,267.1
csoja210,225.3
cgirasol10,322.7
notuse10,531.0
ccebada10,237.3
csorgo10,392.8
ctrigo12,318.4
cmaiz12,537.0
csoja112,253.6
csoja212,249.8
cgirasol12,296.3
notuse12,568.2
ccebada12,272.9
csorgo12,378.6
ctrigo13,203.5
cmaiz13,436.6
csoja113,279.6
csoja213,244.4
cgirasol13,286.6
notuse13,448.0
ccebada13,187.0
csorgo13,314.5
ctrigo15,209.0
cmaiz15,508.3
csoja115,322.1
csoja215,277.9
cgirasol15,292.1
notuse15,486.9
ccebada15,198.1
csorgo15,319.4
ctrigo16,241.1
cmaiz16,461.9
csoja116,272.0
csoja216,240.9
cgirasol16,304.7
notuse16,482.0
ccebada16,247.0
csorgo16,327.8
ctrigo14,192.1
cmaiz14,442.9
csoja114,252.0
csoja214,260.5
cgirasol14,279.0
notuse14,452.6
csorgo14,314.3
csoja21,227.6
cgirasol1,334.2
notuse1,571.5
ccebada1,306.9
csorgo1,422.4
notuse21,534.5
ctrigo1,343.9
cmaiz1,568.6
csoja11,291.7
csoja111,252.5
csoja211,235.7
cgirasol11,296.3
notuse11,505.3
csorgo11,327.0
ctrigo11,269.7
cmaiz11,442.5
csoja18,258.8
csoja28,223.2
cgirasol8,316.6
notuse8,555.9
ccebada8,219.1
csorgo8,397.3
notuse28,442.3
ctrigo8,332.7
cmaiz8,512.5
cgirasol9,309.1
notuse9,547.0
ccebada9,214.5
csorgo9,387.1
notuse29,442.5
ctrigo9,319.0
cmaiz9,466.9
csoja19,267.1
csoja29,228.0
ccebada3,301.6
csorgo3,393.3
notuse23,525.6
ctrigo3,312.3
cmaiz3,508.8
csoja13,229.0
csoja23,224.0
cgirasol3,348.6
notuse3,536.3
gtrigo2,206.0
gmaiz2,404.6
gsoja12,244.2
gsoja22,154.8
ggirasol2,164.9
gnada2,360.8
gcebada2,210.3
gsorgo2,305.6
gtrigo4,113.7
gmaiz4,288.2
gsoja14,153.0
gsoja24,132.9
ggirasol4,107.1
gnada4,246.6
gcebada4,162.6
gsorgo4,163.2
gtrigo5,216.1
gmaiz5,327.9
gsoja15,165.4
gsoja25,105.6
ggirasol5,116.1
gnada5,321.7
gcebada5,242.6
gsorgo5,183.2
gtrigo6,197.3
gmaiz6,358.5
gsoja16,208.0
gsoja26,144.6
ggirasol6,128.1
gnada6,341.8
gcebada6,255.7
gsorgo6,261.7
gtrigo7,225.4
gmaiz7,373.2
gsoja17,222.3
gsoja27,137.3
ggirasol7,142.6
gnada7,362.7
gcebada7,270.2
gsorgo7,304.9
gtrigo10,187.4
gmaiz10,447.0
gsoja110,290.0
gsoja210,265.9
ggirasol10,189.6
gnada10,453.3
gcebada10,167.3
gsorgo10,346.2
gtrigo12,162.9
gmaiz12,284.3
gsoja112,168.7
gsoja212,145.0
ggirasol12,110.2
gnada12,307.8
gcebada12,177.8
gsorgo12,250.2
gtrigo13,84.5
gmaiz13,469.5
gsoja113,283.0
gsoja213,289.0
ggirasol13,128.8
gnada13,373.5
gcebada13,80.4
gsorgo13,236.9
gtrigo15,122.6
gmaiz15,559.2
gsoja115,288.9
gsoja215,296.3
ggirasol15,227.3
gnada15,418.9
gcebada15,127.0
gsorgo15,320.4
gtrigo16,155.5
gmaiz16,477.1
gsoja116,202.2
gsoja216,143.4
ggirasol16,176.2
gnada16,298.9
gcebada16,344.3
gsorgo16,294.8
gtrigo14,84.4
gmaiz14,372.5
gsoja114,192.0
gsoja214,179.5
ggirasol14,131.9
gnada14,263.8
gsorgo14,269.9
gsoja21,177.2
ggirasol1,133.2
notuse1,336.2
gcebada1,150.4
gsorgo1,278.7
notuse21,327.7
gtrigo1,159.0
gmaiz1,384.5
gsoja11,223.4
ggirasol9,162.0
notuse9,350.4
gcebada9,112.1
gsorgo9,350.5
notuse29,327.9
gtrigo9,134.7
gmaiz9,516.1
gsoja19,256.5
gsoja29,215.7
gsoja111,200.4
gsoja211,188.5
ggirasol11,145.4
notuse11,313.9
gsorgo11,242.1
gtrigo11,125.5
gmaiz11,299.2
gsoja18,216.4
gsoja28,199.8
ggirasol8,149.3
notuse8,329.0
gcebada8,120.6
gsorgo8,309.0
notuse28,320.4
gtrigo8,129.2
gmaiz8,440.3
gcebada3,190.6
gsorgo3,334.2
notuse23,393.0
gtrigo3,187.5
gmaiz3,547.4
gsoja13,276.7
gsoja23,202.4
ggirasol3,188.7
notuse3,389.9
rtrigo2,4.2
rmaiz2,8.13
rsoja12,3.68
rsoja22,2.16
rgirasol2,2.76
rcebada2,4.14
rsorgo2,6.14
rtrigo4,2.22
rmaiz4,5.38
rsoja14,2.18
rsoja24,1.76
rgirasol4,1.8
rcebada4,2.61
rsorgo4,3.04
rtrigo5,4.23
rmaiz5,6.12
rsoja15,2.36
rsoja25,1.4
rgirasol5,1.95
rcebada5,4.58
rsorgo5,3.41
rtrigo6,3.73
rmaiz6,7.28
rsoja16,2.97
rsoja26,1.92
rgirasol6,2.15
rcebada6,4.68
rsorgo6,5.31
rtrigo7,4.26
rmaiz7,7.32
rsoja17,3.17
rsoja27,1.82
rgirasol7,2.39
rcebada7,4.94
rsorgo7,5.98
rtrigo10,2.8
rmaiz10,6.51
rsoja110,3.4
rsoja210,2.94
rgirasol10,2.44
rcebada10,2.4
rsorgo10,5.04
rtrigo12,3.08
rmaiz12,5.3
rsoja112,2.4
rsoja212,1.92
rgirasol12,1.85
rcebada12,3.25
rsorgo12,4.66
rtrigo13,1.13
rmaiz13,6.13
rsoja113,3.1
rsoja213,2.94
rgirasol13,1.66
rcebada13,1.04
rsorgo13,3.09
rtrigo15,1.34
rmaiz15,5.77
rsoja115,2.59
rsoja215,2.57
rgirasol15,2.08
rcebada15,1.34
rsorgo15,3.3
rtrigo16,2.1
rmaiz16,6.09
rsoja116,2.17
rsoja216,1.51
rgirasol16,2.02
rcebada16,2.67
rsorgo16,3.76
rtrigo14,1.0
rmaiz14,3.79
rsoja114,1.97
rsoja214,1.78
rgirasol14,1.57
rsorgo14,2.74
rsoja21,2.48
rgirasol1,2.23
rcebada1,2.96
rsorgo1,5.6
rtrigo1,3.25
rmaiz1,7.73
rsoja11,3.37
rgirasol9,2.08
rcebada9,1.61
rsorgo9,5.1
rtrigo9,2.01
rmaiz9,7.52
rsoja19,3.01
rsoja29,2.39
rsoja111,2.35
rsoja211,2.08
rgirasol11,1.87
rsorgo11,3.53
rtrigo11,1.87
rmaiz11,4.36
rsoja28,2.48
rgirasol8,2.23
rcebada8,1.97
rsorgo8,4.93
rtrigo8,2.2
rmaiz8,7.45
rsoja18,2.87
rcebada3,2.8
rsorgo3,4.74
rtrigo3,2.83
rmaiz3,7.98
rsoja13,3.25
rsoja23,2.24
rgirasol3,2.43
gasvartrigo1,0.2574898785425101
